name,description,date,amount
ABBOTT-IPCO INC,Departmental Supplies,12/2/10,2985.5
ABBOTT-IPCO INC,Departmental Supplies,12/7/10,1310
ABBOTT-IPCO INC,Departmental Supplies,12/7/10,1104.15
ABBOTT-IPCO INC,Clubs,5/24/11,108.24
ABBOTT-IPCO INC,Clubs,5/24/11,1312
ABC DAY SCHOOL,Other Contracted Svces/Labor,9/21/10,66
ABC DAY SCHOOL,Other Contracted Svces/Labor,10/12/10,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,10/14/10,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,10/19/10,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,11/9/10,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,11/18/10,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,12/2/10,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,12/21/10,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,12/21/10,66
ABC DAY SCHOOL,Other Contracted Svces/Labor,2/22/11,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,3/10/11,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,3/15/11,132
ABC DAY SCHOOL,Other Contracted Svces/Labor,4/14/11,330
ABC DAY SCHOOL,Other Contracted Svces/Labor,4/26/11,165
ABC DAY SCHOOL,Other Contracted Svces/Labor,5/10/11,165
ABC DAY SCHOOL,Other Contracted Svces/Labor,6/14/11,247.5
ABC DOORS OF DALLAS INC,Repairs-Other,9/23/10,164
ABC DOORS OF DALLAS INC,Repairs-Other,3/24/11,210
ABC DOORS OF DALLAS INC,Repairs-Other,5/17/11,192
ABC DOORS OF DALLAS INC,Repairs-Other,7/6/11,256
ABC-CLIO,Other Contracted Svces/Labor,10/7/10,496.4
ABC-CLIO,Books-Direct Book Purchases,11/11/10,253.53
ABC-CLIO,Other Contracted Svces/Labor,1/25/11,1798
ABC-CLIO,Books-Direct Book Purchases,3/8/11,485.89
ABC-CLIO,Other Contracted Svces/Labor,4/7/11,1438
ABC-CLIO,Other Contracted Svces/Labor,4/14/11,719
ABC-CLIO,Books-Direct Book Purchases,5/17/11,307.69
ABC-CLIO,Books-Direct Book Purchases,7/14/11,458.95
ABCA,Travel-Out of Area,12/9/10,73
ABET INC,Seminar/Registration Fees,4/12/11,590
ABIGAIL LOPEZ,Miscellaneous Receivables,4/19/11,10
ABLE AUTO & TRUCK PARTS INC,Classroom Supplies,9/16/10,99.03
ABRAXAS ENERGY CONSULTING LLC,Minor Software,3/24/11,1195
"ABRON YOUNG, JR.",Athletic Officials,3/29/11,125
"ABRON YOUNG, JR.",Athletic Officials,4/5/11,225
"ABRON YOUNG, JR.",Athletic Officials,4/5/11,225
"ABRON YOUNG, JR.",Athletic Officials,4/5/11,125
"ABRON YOUNG, JR.",Athletic Officials,5/10/11,225
ABSCO,Departmental Supplies,3/8/11,74.17
ABSCO,Departmental Supplies,7/7/11,67.5
AC PRINTING,Printing-Schedules/Newspaper,9/8/10,1990
AC PRINTING,Printing-Schedules/Newspaper,9/8/10,1168
AC PRINTING,Printing-Other,9/9/10,230
AC PRINTING,Printing-Other,9/9/10,468
AC PRINTING,Printing-Schedules/Newspaper,9/14/10,105
AC PRINTING,Printing-Schedules/Newspaper,9/14/10,66
AC PRINTING,Printing-Schedules/Newspaper,9/14/10,66
AC PRINTING,Printing-Schedules/Newspaper,9/14/10,165
AC PRINTING,Printing-Other,9/23/10,220
AC PRINTING,Printing-Other,9/23/10,295
AC PRINTING,Printing-Other,9/23/10,137
AC PRINTING,Printing-Schedules/Newspaper,10/5/10,468
AC PRINTING,Printing-Brochures,10/19/10,290
AC PRINTING,Printing-Brochures,10/19/10,525
AC PRINTING,Printing-Brochures,1/11/11,140
AC PRINTING,Printing-Brochures,1/25/11,654
AC PRINTING,Printing-Brochures,3/1/11,85
AC PRINTING,Printing-Brochures,3/1/11,140
AC PRINTING,Printing-Brochures,3/1/11,65
AC PRINTING,Printing-Other,3/15/11,550
AC PRINTING,Printing-Brochures,6/1/11,165
AC PRINTING,Printing-Brochures,6/16/11,60
AC PRINTING,Printing-Brochures,6/21/11,715
ACADEMIA LATINOAMERICANA DE ES,Clearing,9/2/10,10340
ACADEMIA LATINOAMERICANA DE ES,Clearing,6/9/11,5940
ACADEMIC CAREERS ONLINE,Advertising,12/14/10,195
ACADEMIC IMPRESSIONS,Seminar/Registration Fees,10/12/10,350
ACADEMIC IMPRESSIONS,Staff Development,3/29/11,900
ACADEMIC IMPRESSIONS,Staff Development,4/7/11,525
ACADEMIC IMPRESSIONS,Staff Development,8/18/11,995
ACADEMIC SUPERSTORE,Non-Inv Software,9/8/10,399.95
ACADEMY SPORTS & OUTDOORS,Classroom Supplies,10/28/10,239.94
ACCA,Memberships,4/21/11,100
ACCENT SIGNAGE SYSTEMS,Maintenance Supplies,5/12/11,49.18
ACCESS INTELLIGENCE LLC,Office Supplies,9/2/10,117.9
ACCESS INTELLIGENCE LLC,Prepaid Expenditures,9/2/10,597
ACCESS SERVICES,Service Contracts,9/28/10,1395
ACCESSDATA CORPORATION,Minor Software,9/2/10,5136
ACCORD CONSTRUCTION INC,Repairs-Buildings,8/11/11,8981
ACCR REV COM/EDUC PROG SUR TEC,Consultant,2/17/11,1500
ACCU-TECH CORP,Non-Inv Equipment,9/8/10,1187.75
ACCU-TECH CORP,Non-Inv Equipment,9/9/10,1651.65
ACCU-TECH CORP,Non-Inv Equipment,9/21/10,87.75
ACCU-TECH CORP,Non-Inv Equipment,10/7/10,41.75
ACCU-TECH CORP,Non-Inv Equipment,11/16/10,77.14
ACCU-TECH CORP,Non-Inv Equipment,7/19/11,1396.3
ACCU-TECH CORP,Non-Inv Equipment,7/28/11,115.6
ACCURATE SIGNS,Printing-Other,9/21/10,490
ACCURATE SIGNS,Promotional Activities,10/12/10,160
ACCURATE SIGNS,Promotional Activities,10/12/10,12
ACCURATE SIGNS,Maintenance Supplies,5/3/11,110
ACE MART RESTAURANT SUPPLY,Minor Equipment,9/14/10,3207.29
ACE MART RESTAURANT SUPPLY,Equip.-Instructional,10/7/10,8459.99
ACE MART RESTAURANT SUPPLY,Official Functions,3/31/11,1644.5
ACE MART RESTAURANT SUPPLY,Repairs-Buildings,5/19/11,417.56
ACERT,Memberships,11/18/10,150
ACERT,Clubs,12/21/10,1375
ACET,Seminar/Registration Fees,9/28/10,160
ACF,Memberships,2/24/11,2300
ACF,Seminar/Registration Fees,5/27/11,125
ACHA PUBLICATIONS,"Books, Booklets & Tapes",1/11/11,601.94
ACHIEVE GLOBAL,Classroom Supplies,10/26/10,1328
ACHIEVE GLOBAL,Classroom Supplies,11/4/10,1122
ACHIEVE GLOBAL,Classroom Supplies,11/18/10,3141.6
ACHIEVE GLOBAL,Classroom Supplies,12/2/10,1188
ACHIEVE GLOBAL,Classroom Supplies,1/19/11,1410
ACHIEVE GLOBAL,Classroom Supplies,3/22/11,377.4
ACHIEVE GLOBAL,Classroom Supplies,3/31/11,648.72
ACHIEVE GLOBAL,Classroom Supplies,4/21/11,897.6
ACHIEVE GLOBAL,Classroom Supplies,5/17/11,1795.2
ACHIEVE GLOBAL,Classroom Supplies,5/17/11,1632
ACHIEVE GLOBAL,Classroom Supplies,6/9/11,314.16
ACHIEVE GLOBAL,Classroom Supplies,6/28/11,163.2
ACHIEVE GLOBAL,Classroom Supplies,7/6/11,2171.4
ACHIEVE GLOBAL,Classroom Supplies,7/7/11,835.4
ACHIEVE GLOBAL,Classroom Supplies,7/21/11,897.6
ACHIEVE GLOBAL,Classroom Supplies,8/11/11,1705.44
ACHIEVE GLOBAL,Classroom Supplies,8/11/11,134.64
ACHIEVE GLOBAL,Classroom Supplies,8/30/11,111.2
ACHIEVING THE DREAM INC,Consultant,7/19/11,35000
ACHIEVING THE DREAM INC,Memberships,7/28/11,35000
ACHIEVING THE DREAM INC,Prepaid Expenditures,8/9/11,35000
ACME RUBBER STAMP CO,Office Supplies,11/24/10,185.4
ACME RUBBER STAMP CO,Office Supplies,12/21/10,24.95
ACME RUBBER STAMP CO,Office Supplies,7/21/11,43.9
ACORN NATURALISTS,Classroom Supplies,9/28/10,437.8
ACS,Student Loan Funds Returned,4/26/11,751.98
ACS DIVCHED EXAMINATIONS INSTI,Classroom Supplies,11/18/10,75
ACS DIVCHED EXAMINATIONS INSTI,Classroom Supplies,12/9/10,276
ACS DIVCHED EXAMINATIONS INSTI,Classroom Supplies,2/17/11,139
ACS DIVCHED EXAMINATIONS INSTI,Classroom Supplies,3/8/11,92
ACS-IMAGE SOLUTIONS,Instructional Service Contracts,12/23/10,45390
ACS-IMAGE SOLUTIONS,Instructional Service Contracts,1/4/11,10455
ACT INC,Non-Inv Software,9/8/10,950
ACT INC,Tests & Testing Services,1/4/11,1660
ACT INC,Tests & Testing Services,1/11/11,144.42
ACT INC,Tests & Testing Services,1/25/11,830
ACT INC,Tests & Testing Services,1/27/11,166
ACT INC,Tests & Testing Services,6/30/11,830
ACT INC,Clearing,7/14/11,265
ACT NATIONAL CENTER,Tests & Testing Services,9/30/10,1552.1
ACT NATIONAL CENTER,Tests & Testing Services,10/12/10,29
ACT NATIONAL CENTER,Tests & Testing Services,4/5/11,3320
ACT NATIONAL CENTER,Tests & Testing Services,6/1/11,11
ACT NATIONAL CENTER,Information Technology Supplies,7/6/11,22
ACT NATIONAL CENTER,Information Technology Supplies,7/6/11,11
ACT NATIONAL CENTER,Seminar/Registration Fees,7/12/11,265
ACT NATIONAL CENTER,Tests & Testing Services,7/26/11,16.5
ACT NATIONAL CENTER,Tests & Testing Services,8/11/11,1162
ACTFL,Seminar/Registration Fees,10/19/10,385
ACTION CLEANING SYSTEMS,Classroom Supplies,10/5/10,264.34
ACTION CLEANING SYSTEMS,Classroom Supplies,12/2/10,126
ACTION CLEANING SYSTEMS,Classroom Supplies,1/4/11,282.5
ACTION CLEANING SYSTEMS INC,Classroom Supplies,2/11/11,202.5
ACTION CLEANING SYSTEMS INC,Classroom Supplies,3/1/11,91.74
ACTION CLEANING SYSTEMS INC,Classroom Supplies,6/7/11,256.5
ACTION FENCE AND DECK CARE LLC,Other Contracted Svces/Labor,9/30/10,765.43
ACTION FLAG CO,Custodial Supplies,1/4/11,238.88
ACTION FLAG CO,Custodial Supplies,4/28/11,580
ACTION FLAG CO,Maintenance Supplies,5/17/11,243
ACTION FLAG CO,Departmental Supplies,6/7/11,374.71
ACTION FLAG CO,Custodial Supplies,6/28/11,1163.58
ACTION FLAG CO,Departmental Supplies,8/18/11,98.6
ACUMEN ENTERPRISES INC,Construction,12/23/10,52230.05
ACUMEN ENTERPRISES INC,Construction,2/8/11,50029.85
ACUMEN ENTERPRISES INC,Construction,4/5/11,5382.1
ADA TENNIS,Classroom Supplies,9/23/10,384
ADA TENNIS,Classroom Supplies,8/5/11,180
ADAM THE ANSWERMAN INC,Plumbing Supplies,3/10/11,294.02
ADCO DECAL & SIGN COMPANY INC,Other Supplies,4/7/11,7880
ADDISON & NORTH DALLAS CORRIDO,Advertising,9/28/10,1501
ADDISON & NORTH DALLAS CORRIDO,Advertising,1/6/11,1501
ADDISON & NORTH DALLAS CORRIDO,Advertising,3/17/11,1501
ADDISON & NORTH DALLAS CORRIDO,Advertising,6/7/11,1501
ADDISON BUSINESS ASSN,Miscellaneous,12/9/10,200
ADI,Departmental Supplies,4/14/11,91.92
ADI,Departmental Supplies,4/19/11,105.98
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,9/21/10,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,9/23/10,90.5
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,9/23/10,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,10/19/10,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,11/2/10,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,11/9/10,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,11/16/10,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,12/2/10,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,12/14/10,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,1/6/11,90
ADMIRAL LINEN & UNIFORM SERVIC,Other Contracted Svces/Labor,1/13/11,90
ADORAMA,Classroom Supplies,11/16/10,11.95
ADORAMA,Classroom Supplies,11/18/10,62.85
ADORAMA,Classroom Supplies,11/18/10,38.95
ADORAMA,Classroom Supplies,7/7/11,4531.94
ADORAMA,Minor Equipment,7/12/11,7947
ADORAMA,Classroom Supplies,7/14/11,105
ADORAMA,Classroom Supplies,7/28/11,210
ADRITE,Minor Equipment,3/8/11,3800
ADSPACE NETWORKS INC,Advertising,1/28/11,4500
ADSPACE NETWORKS INC,Advertising,4/28/11,3275
ADSPACE NETWORKS INC,Advertising,7/19/11,5240
ADSPACE NETWORKS INC,Advertising,7/26/11,1248
ADVANCE BUSINESS CAPITAL,Instructional Service Contracts,9/8/10,12550
ADVANCE BUSINESS CAPITAL,Instructional Service Contracts,9/8/10,8370
ADVANCE BUSINESS CAPITAL,Instructional Service Contracts,10/14/10,12555
ADVANCE BUSINESS CAPITAL,Instructional Service Contracts,10/26/10,8370
ADVANCE BUSINESS CAPITAL,Instructional Service Contracts,10/26/10,8370
ADVANCE BUSINESS CAPITAL,Instructional Service Contracts,11/9/10,4185
ADVANCED DOCUMENT & HANDWRITIN,Legal Fees,1/19/11,300
ADVANCED DOCUMENT & HANDWRITIN,Legal Fees,2/8/11,1500
ADVANCED EDUCATIONAL PRODUCTS,"Books, Booklets & Tapes",1/4/11,22.7
ADVANCED FITNESS DESIGNS LLC,Non-Inv Software,4/5/11,2242.5
ADVANCED INFORMATICS LLC,Non-Inv Software,1/11/11,500
ADVANCED INFORMATICS LLC,Clearing,7/12/11,6300
ADVANCED KIOSKS,Minor Equipment,8/16/11,16800
ADVANCED PAVING COMPANY,Repairs-Buildings,6/7/11,995
ADVANCED TECHNOLOGIES CONSULTA,Equip.-Instructional,9/14/10,19707.98
ADVANCED TECHNOLOGIES CONSULTA,Equip.-Instructional,4/28/11,76092.1
ADVANSTAR COMMUNICATIONS INC,Promotional Activities,10/21/10,1195
ADVENTURE GOLF CARS LLC,Repairs-Vehicles,6/9/11,500
ADVENTURE SCUBA LLC,Other Contracted Svces/Labor,10/26/10,400
ADVOCATE,Advertising,9/28/10,421
ADVOCATE,Advertising,10/5/10,421
ADVOCATE PUBLISHING,Advertising,9/14/10,921
ADVOCATE PUBLISHING,Advertising,10/12/10,860
ADVOCATE PUBLISHING,Advertising,10/19/10,921
ADVOCATE PUBLISHING,Advertising,12/9/10,1039
ADVOCATE PUBLISHING,Advertising,12/23/10,921
ADVOCATE PUBLISHING,Advertising,3/3/11,1842
ADVOCATE PUBLISHING,Advertising,4/5/11,921
ADVOCATE PUBLISHING,Advertising,4/14/11,921
ADVOCATE PUBLISHING,Advertising,5/19/11,1039
ADVOCATE PUBLISHING,Advertising,5/24/11,1039
ADVOCATE PUBLISHING,Advertising,6/28/11,698
ADVOCATE PUBLISHING,Advertising,7/21/11,698
ADVOCATE PUBLISHING,Advertising,8/18/11,698
AECOM DESIGN,Program Management,9/16/10,60570.75
AECOM DESIGN,Program Management,10/21/10,60570.75
AECOM DESIGN,Program Management,11/16/10,60570.75
AEONICS INC,Repairs-Office Equipment,10/26/10,111
AEONICS INC,Repairs-Physical Plant Equipment,11/18/10,283
AEONICS INC,Repairs-Office Equipment,3/29/11,65
AEONICS INC,Office Supplies,5/12/11,94.5
AEONICS INC,Office Supplies,6/16/11,39.3
AEONICS INC,Non-Inv Equipment,8/25/11,310
AERO MEDICAL,Repairs-Classroom Equipment,9/28/10,2612
AFFILIATED BUSINESS GROUP,Advertising,11/2/10,400
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,11/9/10,13090
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,2/11/11,12665
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,2/22/11,35615
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,2/24/11,2040
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,3/29/11,49518
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,3/29/11,13175
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,3/29/11,47600
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,3/31/11,92635
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,4/19/11,20803
AFFILIATED COMPUTER SERVICES I,Other Contracted Svces/Labor,4/26/11,105244
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,5/10/11,16830
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,6/16/11,510
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,6/21/11,96604
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,6/21/11,10795
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,6/30/11,1381
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,6/30/11,160292
AFFILIATED COMPUTER SERVICES I,Instructional Service Contracts,6/30/11,71530
AFRICAN CREATIONS,Non-Inv Equipment,11/23/10,136.25
AFRICAN CREATIONS,Non-Inv Equipment,12/9/10,35.49
AFRICAN CREATIONS,Classroom Supplies,8/16/11,394
AG VAN & TRUCK EQUIPMENT,Vehicle Operating Expense,7/21/11,3830
AG-POWER INC,Equipment-Special-Inventoriable,8/16/11,5264.19
AGAPE MASSAGE THERAPHY,Guest Lecturer/Performer,11/16/10,384
AGAPE MASSAGE THERAPHY,Guest Lecturer/Performer,12/2/10,420
AGAPE MASSAGE THERAPHY,Performer,12/14/10,280
AGAPE MASSAGE THERAPY,Guest Lecturer/Performer,4/7/11,230
AGAPE MASSAGE THERAPY,Guest Lecturer/Performer,4/19/11,420
AGAPE MASSAGE THERAPY,Guest Lecturer/Performer,5/5/11,420
AGILENT TECHNOLOGIES INC,Repairs-Classroom Equipment,12/21/10,3305.76
AGUIRRE RODEN INC,Other Contracted Svces/Labor,6/21/11,5822.5
AGUIRRE+3D/I,Program Management,9/16/10,75000
AGUIRRE+3D/I,Program Management,10/19/10,75000
AGUIRRE+3D/I,Program Management,11/16/10,75000
AHA! PROCESS INC,Consultant,4/14/11,7795.6
AHA! PROCESS INC,Books-Specialized Book Purchases,4/21/11,71.45
AHA! PROCESS INC,Consultant,5/3/11,8206
AHA! PROCESS INC,"Books, Booklets & Tapes",6/9/11,607.5
AHA! PROCESS INC,Seminar/Registration Fees,6/14/11,7700
AHEAD,Memberships,10/26/10,295
AHEAD,Memberships,11/4/10,295
AHEAD,Seminar/Registration Fees,5/19/11,475
AHEAD,Seminar/Registration Fees,6/7/11,475
AHEAD,Seminar/Registration Fees,6/7/11,475
AHEAD,Seminar/Registration Fees,6/7/11,475
AHEAD,Seminar/Registration Fees,6/7/11,720
AHEAD,Seminar/Registration Fees,7/6/11,675
AHEAD,Seminar/Registration Fees,7/6/11,675
AHEAD IN TEXAS,Seminar/Registration Fees,3/31/11,180
AHEAD IN TEXAS,Memberships,4/12/11,40
AHEAD IN TEXAS,Memberships,5/3/11,40
AHEC OF THE PLAINS,Seminar/Registration Fees,10/26/10,40
AHIMA,Memberships,1/25/11,1550
AIA,Memberships,11/23/10,368
AIA,Memberships,11/24/10,763
AIA,Seminar/Registration Fees,4/14/11,785
AICPA,Prepaid Expenditures,7/26/11,215
AIR FASTENERS INC,Classroom Supplies,10/5/10,209.98
AIR FASTENERS INC,Repairs-Classroom Equipment,11/9/10,28
AIR STRUCTURES AMERICAN TECH I,Other Contracted Svces/Labor,11/9/10,30000
AIR STRUCTURES AMERICAN TECH I,Other Contracted Svces/Labor,5/24/11,31800
"AIR-CONDITIONING, HEATING &",Tests & Testing Services,1/11/11,450
"AIR-CONDITIONING, HEATING &",Tests & Testing Services,1/11/11,660
"AIR-CONDITIONING, HEATING &",Tests & Testing Services,6/16/11,720
"AIR-CONDITIONING, HEATING &",Tests & Testing Services,6/16/11,480
"AIR-CONDITIONING, HEATING &",Tests & Testing Services,6/16/11,-1200
"AIR-CONDITIONING, HEATING &",Tests & Testing Services,6/16/11,1200
AIRCAT AERIAL ARTS,Classroom Supplies,10/28/10,1292
AIRCAT AERIAL ARTS,Classroom Supplies,4/14/11,404
AIRCRAFT OWNERS & PILOTS ASSN,Advertising,1/11/11,574
AIRCRAFT OWNERS & PILOTS ASSN,Advertising,3/3/11,574
AIRGAS REFRIGERANTS INC,Classroom Supplies,6/30/11,480
AIRGAS SOUTHWEST,Maintenance Supplies,7/12/11,70.89
AIRGAS SOUTHWEST,Maintenance Supplies,7/12/11,24.18
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,9/21/10,110
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,10/12/10,220
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,10/14/10,220
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,10/19/10,220
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,11/9/10,220
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,11/18/10,220
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,12/2/10,220
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,12/21/10,220
AISHA'S LEARNING CENTER,Other Contracted Svces/Labor,12/21/10,110
AJ DUFFEY & CO,Renov Constr Mgmnt,1/21/11,3092
AJ DUFFEY & CO,Renov Constr Mgmnt,11/9/10,3050
AJ DUFFEY & CO,Renov Constr Mgmnt,12/16/10,3089
AJ DUFFEY & CO,Renov Constr Mgmnt,2/17/11,3336
AJ DUFFEY & CO,Renov Constr Mgmnt,3/17/11,2358
AJ DUFFEY & CO,Renov Constr Mgmnt,4/21/11,1971.5
AJ DUFFEY & CO,Renov Constr Mgmnt,6/1/11,1183
AJ DUFFEY & CO,Renov Constr Mgmnt,6/28/11,1183
AJ DUFFEY & CO,Renov Constr Mgmnt,7/21/11,1183
AJ DUFFEY & CO,Renov Constr Mgmnt,8/18/11,1183
AJILON,Contract Labor,11/9/10,60.12
AJILON,Contract Labor,11/23/10,52.61
AJILON,Contract Labor,1/11/11,165.33
AJILON PROFESSIONAL STAFFING L,Contract Labor,9/8/10,60.12
AJILON PROFESSIONAL STAFFING L,Contract Labor,9/16/10,315.63
AJILON PROFESSIONAL STAFFING L,Contract Labor,9/16/10,259.27
AJILON PROFESSIONAL STAFFING L,Other Contracted Svces/Labor,10/26/10,67.64
AJILON PROFESSIONAL STAFFING L,Contract Labor,11/2/10,67.64
AJILON PROFESSIONAL STAFFING L,Contract Labor,11/16/10,63.88
AJILON PROFESSIONAL STAFFING L,Contract Labor,12/9/10,82.67
AJILON PROFESSIONAL STAFFING L,Contract Labor,12/21/10,176.6
AJILON PROFESSIONAL STAFFING L,Contract Labor,1/11/11,75.15
AJILON PROFESSIONAL STAFFING L,Contract Labor,3/31/11,66
ALAN B. REFF,Other Contracted Svces/Labor,11/30/10,38
ALAN L. FIELDS,Athletic Officials,12/9/10,100
ALAN L. FIELDS,Athletic Officials,1/11/11,100
ALAN L. FIELDS,Athletic Officials,2/22/11,100
ALAN L. FIELDS,Athletic Officials,2/24/11,100
ALAN SANDLER,Athletic Officials,9/21/10,80
ALAN SANDLER,Athletic Officials,10/7/10,85
ALAN SANDLER,Athletic Officials,11/9/10,85
ALBERT BUCKLES,Athletic Officials,1/27/11,100
ALBERT BUCKLES,Athletic Officials,3/1/11,100
ALBERT USTER IMPORTS INC,Classroom Supplies,11/23/10,122.04
ALBERT USTER IMPORTS INC,Classroom Supplies,11/30/10,45
ALBERT USTER IMPORTS INC,Classroom Supplies,2/22/11,319.72
ALBERT USTER IMPORTS INC,Classroom Supplies,3/17/11,265.25
ALBERT WAYNE RUFF,Clearing,11/9/10,320
ALBERTO A. ESPINOSA,Clearing,3/31/11,499
ALBERTSON'S,Prepaid Expenditures,8/9/11,489.95
ALDINGER CO,Repairs-Classroom Equipment,11/23/10,1010.27
ALDIS SYSTEMS INC,Equipment-Special-Inventoriable,1/27/11,179466.27
ALDIS SYSTEMS INC,Other Contracted Svces/Labor,2/24/11,11340
ALDIS SYSTEMS INC,Other Contracted Svces/Labor,2/24/11,78880.43
ALDIS SYSTEMS INC,Service Contracts,6/30/11,15122.49
ALEJANDRO MIRANDA,Repairs-Classroom Equipment,9/28/10,260
ALEJANDRO MIRANDA,Repairs-Classroom Equipment,10/7/10,440
ALERT SERVICES INC,Departmental Supplies,9/16/10,60
ALERT SERVICES INC,Departmental Supplies,10/5/10,-115
ALERT SERVICES INC,Departmental Supplies,10/5/10,128.69
ALERT SERVICES INC,Departmental Supplies,10/12/10,68.82
ALERT SERVICES INC,Departmental Supplies,10/14/10,126.52
ALERT SERVICES INC,Departmental Supplies,10/21/10,1038.05
ALERT SERVICES INC,Departmental Supplies,12/9/10,179.89
ALERT SERVICES INC,Classroom Supplies,2/8/11,312.85
ALERT SERVICES INC,Classroom Supplies,2/8/11,145.4
ALERT SERVICES INC,Departmental Supplies,5/5/11,297.89
ALERT SERVICES INC,Departmental Supplies,5/19/11,86.62
ALERT SERVICES INC,Classroom Supplies,7/28/11,148.51
ALEX KAJSTURA,Special Travel,4/14/11,1505.17
ALEXANDER R. GATES,Guest Lecturer/Performer,5/3/11,150
ALEXANDRA READ,Other Contracted Svces/Labor,8/23/11,250
ALEXEI G. MATVEEV,Guest Lecturer/Performer,9/2/10,1000
ALEXEI G. MATVEEV,Guest Lecturer/Performer,1/11/11,1000
ALIBRIS,Books-Specialized Book Purchases,10/7/10,13.9
ALIBRIS,Books-Specialized Book Purchases,10/7/10,40.7
ALIBRIS,Books-Specialized Book Purchases,10/7/10,13.9
ALIBRIS,Books-Specialized Book Purchases,10/14/10,23.9
ALIBRIS,Books-Specialized Book Purchases,10/14/10,132.7
ALIBRIS,Books-Specialized Book Purchases,10/14/10,239.2
ALIBRIS,Books-Specialized Book Purchases,2/25/11,15.99
ALIBRIS,Books-Specialized Book Purchases,3/3/11,12.69
ALIBRIS,Books-Specialized Book Purchases,3/17/11,96.05
ALIBRIS,Books-Specialized Book Purchases,3/24/11,48.05
ALIBRIS,Books-Specialized Book Purchases,3/31/11,12.9
ALIBRIS,Books-Specialized Book Purchases,6/21/11,511.9
ALICE WHITTEN,Payroll Deductions,9/30/10,1031
ALICE WHITTEN,Payroll Deductions,10/28/10,1031
ALICE WHITTEN,Payroll Deductions,11/30/10,1031
ALICE WHITTEN,Payroll Deductions,12/23/10,1031
ALICE WHITTEN,Payroll Deductions,1/28/11,314
ALICE WHITTEN,Payroll Deductions,2/25/11,1031
ALICE WHITTEN,Payroll Deductions,3/31/11,314
ALICE WHITTEN,Payroll Deductions,4/28/11,314
ALICE WHITTEN,Payroll Deductions,5/27/11,364
ALICE WHITTEN,Payroll Deductions,6/30/11,364
ALICE WHITTEN,Payroll Deductions,7/28/11,364
